date,data,cols
2015-07-01 12:00:00,1223.0,channel_1
2015-07-01 13:00:00,1168.0,channel_1
2015-07-01 14:00:00,1152.0,channel_1
2015-07-01 15:00:00,1138.0,channel_1
2015-07-01 16:00:00,1135.0,channel_1
2015-07-01 17:00:00,991.0,channel_1
2015-07-01 18:00:00,828.0,channel_1
2015-07-01 19:00:00,900.0,channel_1
2015-07-01 20:00:00,804.0,channel_1
2015-07-01 21:00:00,700.0,channel_1
2015-07-01 22:00:00,444.0,channel_1
2015-07-01 23:00:00,328.0,channel_1
2015-07-02 00:00:00,654.0,channel_1
2015-07-02 01:00:00,964.0,channel_1
2015-07-02 02:00:00,1023.0,channel_1
2015-07-02 03:00:00,999.0,channel_1
2015-07-02 04:00:00,1076.0,channel_1
2015-07-02 05:00:00,1109.0,channel_1
2015-07-02 06:00:00,1250.0,channel_1
2015-07-02 07:00:00,1280.0,channel_1
2015-07-02 08:00:00,1362.0,channel_1
2015-07-02 09:00:00,1307.0,channel_1
2015-07-02 10:00:00,1267.0,channel_1
2015-07-02 11:00:00,1283.0,channel_1
2015-07-02 12:00:00,1224.0,channel_1
2015-07-02 13:00:00,1307.0,channel_1
2015-07-02 14:00:00,1367.0,channel_1
2015-07-02 15:00:00,1330.0,channel_1
2015-07-02 16:00:00,1171.0,channel_1
2015-07-02 17:00:00,1004.0,channel_1
2015-07-02 18:00:00,1018.0,channel_1
2015-07-02 19:00:00,929.0,channel_1
2015-07-02 20:00:00,886.0,channel_1
2015-07-02 21:00:00,851.0,channel_1
2015-07-02 22:00:00,620.0,channel_1
2015-07-02 23:00:00,536.0,channel_1
2015-07-03 00:00:00,597.0,channel_1
2015-07-03 01:00:00,732.0,channel_1
2015-07-03 02:00:00,926.0,channel_1
2015-07-03 03:00:00,1102.0,channel_1
2015-07-03 04:00:00,1191.0,channel_1
2015-07-03 05:00:00,1233.0,channel_1
2015-07-03 06:00:00,1218.0,channel_1
2015-07-03 07:00:00,1187.0,channel_1
2015-07-03 08:00:00,1186.0,channel_1
2015-07-03 09:00:00,1221.0,channel_1
